Helység.megnevezése;IRSZ;Településrész;Helység.KSH.kódja;Helység.jogállása;Vármegye.megnevezése;Járás.kódja;Járás.neve;Járás.székhelye;Polgármesteri.hivatal..közös.önkormányzati.hivatal.kódja;Polgármesteri.hivatal..közös.önkormányzati.hivatal.székhelye;Terület...hektár.;Lakó.népesség;Lakások.száma;Becsült.terület.adatokkal;NemzetisegiOnkormanyzat_bolgár;NemzetisegiOnkormanyzat_görög;NemzetisegiOnkormanyzat_horvát;NemzetisegiOnkormanyzat_lengyel;NemzetisegiOnkormanyzat_német;NemzetisegiOnkormanyzat_örmény;NemzetisegiOnkormanyzat_roma;NemzetisegiOnkormanyzat_román;NemzetisegiOnkormanyzat_ruszin;NemzetisegiOnkormanyzat_szerb;NemzetisegiOnkormanyzat_szlovák;NemzetisegiOnkormanyzat_szlovén;NemzetisegiOnkormanyzat_ukrán
Balatonboglár;8630;;33853;város;Somogy;142 0;Fonyódi;Fonyód;2;[Helyben];3204;5298;3042;;;;;;;;;;;;;;
Balatonboglár;8691;Szőlőskislak;33853;város;Somogy;142 0;Fonyódi;Fonyód;2;[Helyben];3204;5298;3042;;;;;;;;;;;;;;
Balatoncsicsó;8272;;03072;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Zánka;1318;279;109;;;;;;1;;;;;;;;
Balatonederics;8312;;12238;község;Veszprém;189 0;Tapolcai;Tapolca;5;Lesencetomaj;1858;1031;518;;;;;;;;;;;;;;
Balatonendréd;8613;;19460;község;Somogy;146 0;Siófoki;Siófok;5;Kőröshegy;4002;1300;611;;;;;;;;;;;;;;
Balatonfenyves;8646;;20729;község;Somogy;142 0;Fonyódi;Fonyód;1;–;5193;2022;1359;;;;;;;;;;;;;;
Balatonfőkajár;8164;;29461;község;Veszprém;184 0;Balatonalmádi;Balatonalmádi;2;[Helyben];2192;1301;625;;;;;;;;;;;;;;
Balatonföldvár;8623;;07117;város;Somogy;146 0;Siófoki;Siófok;2;[Helyben];1533;2295;1412;;;;;;;;;;;;;;
Balatonfüred;8230;;21175;város;Veszprém;185 1;Balatonfüredi;Balatonfüred;2;[Helyben];4645;12906;7112;;;;;;;;1;;;;;;
Balatonfűzfő;8175;;02219;város;Veszprém;184 0;Balatonalmádi;Balatonalmádi;2;[Helyben];925;4448;2158;;;;;;;;;;;;;;
Balatonfűzfő;8184;Fűzfőgyártelep;02219;város;Veszprém;184 0;Balatonalmádi;Balatonalmádi;2;[Helyben];925;4448;2158;;;;;;;;;;;;;;
Balatongyörök;8313;;17002;község;Zala;193 0;Keszthelyi;Keszthely;5;Vonyarcvashegy;3759;1297;696;;;;;;;;;;;;;;
Balatonhenye;8275;;03638;község;Veszprém;189 0;Tapolcai;Tapolca;5;Kővágóörs;1173;123;54;;;;;;;;;;;;;;
Balatonkenese;8174;;05148;város;Veszprém;184 0;Balatonalmádi;Balatonalmádi;1;–;4418;2570;1446;;;;;;;;;;;;;;
Balatonkeresztúr;8648;;07375;község;Somogy;144 0;Marcali;Marcali;2;[Helyben];2106;1664;874;;;;;;;;;;;;;;
Balatonlelle;8638;;33862;város;Somogy;142 0;Fonyódi;Fonyód;1;–;4323;4860;3396;;;;;;;;;;;;;;
Balatonmagyaród;8753;;26462;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Zalakomár;3153;398;255;;;;;;;;;;;;;;
Balatonmáriafürdő;8647;;14562;község;Somogy;144 0;Marcali;Marcali;5;Balatonkeresztúr;2677;849;481;;;;;;;;;;;;;;
Balatonőszöd;8637;;11916;község;Somogy;146 0;Siófoki;Siófok;5;Balatonszemes;1508;588;590;;;;;;;;;;;;;;
Balatonrendes;8255;;33844;község;Veszprém;189 0;Tapolcai;Tapolca;5;Badacsonytomaj;675;171;104;;;;;;;;;;;;;;
Balatonszabadi;8651;;16601;község;Somogy;146 0;Siófoki;Siófok;1;–;4134;2913;1238;;;;;;;;;;;;;;
Balatonszárszó;8624;;24907;nagyközség;Somogy;146 0;Siófoki;Siófok;2;[Helyben];3012;2005;1068;;;;;;;;;;;;;;
Balatonszemes;8636;;22822;község;Somogy;146 0;Siófoki;Siófok;2;[Helyben];3602;1644;989;;;;;;;;;;;;;;
Balatonszentgyörgy;8710;;21324;község;Somogy;144 0;Marcali;Marcali;2;[Helyben];2368;1444;733;;;;;;;;;;;;;;
Balatonszepezd;8252;;17154;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Zánka;2505;454;262;;;;;;;;;;;;;;
Balatonszőlős;8233;;28501;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Balatonfüred;1282;639;258;;;;;;;;;;;;;;
Balatonudvari;8242;;15565;község;Veszprém;185 0;Balatonfüredi;Balatonfüred;5;Tihany;1879;348;219;;;;;;;;;;;;;;
Balatonújlak;8712;;16470;község;Somogy;144 0;Marcali;Marcali;5;Kéthely;1081;458;262;;;;;;;;;;;;;;
Balatonvilágos;8171;;03559;község;Somogy;146 0;Siófoki;Siófok;5;Siófok;2921;1432;850;;;;;;;;;;;;;;
Balinka;8054;Eszény;31103;község;Fejér;082 0;Móri;Mór;5;Bakonycsernye;1862;849;385;;;;;;1;;;;;;;;
Balinka;8055;;31103;község;Fejér;082 0;Móri;Mór;5;Bakonycsernye;1862;849;385;;;;;;1;;;;;;;;
Balkány;4233;;26958;város;Szabolcs-Szatmár-Bereg;155 0;Nagykállói;Nagykálló;1;–;9001;5737;2368;;;;;;;;1;;;;;;
Ballószög;6035;;13408;község;Bács-Kiskun;038 0;Kecskeméti;Kecskemét;1;–;3500;4399;1486;;;;;;;;;;;;;;
Balmazújváros;4060;;02918;város;Hajdú-Bihar;093 1;Balmazújvárosi;Balmazújváros;2;[Helyben];20544;17058;6906;;;;;;1;;1;;;;;;
Balogunyom;9771;;05102;község;Vas;181 0;Szombathelyi;Szombathely;5;Ják;1212;1072;419;;;;;;;;;;;;;;
Balotaszállás;6412;;25937;község;Bács-Kiskun;041 0;Kiskunhalasi;Kiskunhalas;2;[Helyben];10494;1394;726;;;;;;;;;;;;;;
Balsa;4468;;15963;község;Szabolcs-Szatmár-Bereg;151 0;Ibrányi;Ibrány;5;Tiszabercel;2252;632;401;;;;;;;;1;;;;;;
Bálványos;8614;;24457;község;Somogy;146 0;Siófoki;Siófok;5;Balatonföldvár;2369;531;290;;;;;;;;;;;;;;
Bana;2944;;31422;község;Komárom-Esztergom;112 0;Komáromi;Komárom;5;Bábolna;2511;1472;578;;;;;;;;1;;;;;;
Bánd;8443;;14173;község;Veszprém;191 0;Veszprémi;Veszprém;5;Márkó;984;708;271;;;;;;1;;;;;;;;
Bánfa;7914;;07603;község;Baranya;033 0;Szigetvári;Szigetvár;5;Dencsháza;1206;185;74;;;;;;;;1;;;;;;
Bánhorváti;3642;;25159;község;Borsod-Abaúj-Zemplén;058 0;Kazincbarcikai;Kazincbarcika;5;Mályinka;2848;1252;569;;;;;;;;;;;;;;
Bánk;2653;;24341;község;Nógrád;119 0;Rétsági;Rétság;5;Borsosberény;990;749;406;;;;;;;;;;;;1;;
Bánokszentgyörgy;8891;;08439;község;Zala;195 0;Letenyei;Letenye;2;[Helyben];3254;541;280;;;;;;;;1;;;;;;
Bánréve;3654;;21953;község;Borsod-Abaúj-Zemplén;063 0;Putnoki;Putnok;5;Serényfalva;662;1155;530;;;;;;;;1;;;;;;
Bár;7711;;24378;község;Baranya;027 0;Mohácsi;Mohács;5;Dunaszekcső;900;549;265;;;;;;1;;;;;;;;
Barabás;4937;;26480;község;Szabolcs-Szatmár-Bereg;159 0;Vásárosnaményi;Vásárosnamény;5;Tiszakerecseny;3818;766;377;;;;;;;;;;;;;;
Baracs;2426;;07047;község;Fejér;078 0;Dunaújvárosi;Dunaújváros;1;–;5518;3446;1452;;;;;;;;;;;;;;
Baracs;2427;Apátszállás;07047;község;Fejér;078 0;Dunaújvárosi;Dunaújváros;1;–;5518;3446;1452;;;;;;;;;;;;;;
Baracska;2471;;08581;község;Fejér;081 0;Martonvásári;Martonvásár;1;–;3968;3075;1157;;;;;;;;;;;;;;
Báránd;4161;;26693;község;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;1;–;4257;2245;1135;;;;;;;;1;;;;;;
Baranyahídvég;7841;;20464;község;Baranya;030 0;Sellyei;Sellye;5;Baksa;849;158;68;;;;;;;;1;;;;;;
Baranyajenő;7384;;24749;község;Baranya;025 0;Hegyháti;Sásd;5;Mindszentgodisa;1555;408;155;;;;;;;;1;;;;;;
Baranyaszentgyörgy;7383;;05485;község;Baranya;025 0;Hegyháti;Sásd;5;Mindszentgodisa;727;108;72;;;;;;1;;;;;;;;
Barbacs;9169;;06196;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;5;Kóny;1365;751;312;;;;;;;;;;;;;;
Barcs;7570;;32799;város;Somogy;140 1;Barcsi;Barcs;1;–;12290;9454;4509;;;;1;;1;;1;;;;;;
Barcs;7557;Somogytarnóca;32799;város;Somogy;140 1;Barcsi;Barcs;1;–;12290;9454;4509;;;;1;;1;;1;;;;;;
Bárdudvarnok;7478;;03735;község;Somogy;143 0;Kaposvári;Kaposvár;5;Simonfa;4856;1119;529;;;;;;;;1;;;;;;
Barlahida;8948;;27447;község;Zala;194 0;Lenti;Lenti;5;Csömödér;610;119;86;;;;;;;;;;;;;;
Bárna;3126;;20048;község;Nógrád;120 0;Salgótarjáni;Salgótarján;5;Mátraszele;1539;888;453;;;;;;;;1;;;;;;
Barnag;8291;;15778;község;Veszprém;191 0;Veszprémi;Veszprém;5;Tótvázsony;1201;103;68;;;;;;;;;;;;;;
Bársonyos;2883;;08624;község;Komárom-Esztergom;111 0;Kisbéri;Kisbér;5;Réde;1687;682;306;;;;;;;;;;;;;;
Basal;7923;;15495;község;Baranya;033 0;Szigetvári;Szigetvár;5;Nagypeterd;404;198;79;;;;;;;;;;;;;;
Baskó;3881;;08846;község;Borsod-Abaúj-Zemplén;057 0;Gönci;Gönc;5;Abaújkér;2964;151;103;;;;;;;;;;1;;;;
Báta;7149;;11712;község;Tolna;173 0;Szekszárdi;Szekszárd;5;Decs;6616;1366;734;;;;;;;;1;;;;;;
Bátaapáti;7164;;28909;község;Tolna;170 0;Bonyhádi;Bonyhád;5;Bonyhád;2044;341;146;;;;;;;;;;;;;;
Bátaszék;7140;;08864;város;Tolna;173 0;Szekszárdi;Szekszárd;2;[Helyben];6357;5809;2516;;;;;;1;;1;;;;;;
Baté;7258;;32337;község;Somogy;143 0;Kaposvári;Kaposvár;2;[Helyben];1028;765;298;;;;;;;;1;;;;;;
Bátmonostor;6528;;03656;község;Bács-Kiskun;035 0;Bajai;Baja;5;Vaskút;3795;1392;699;;;;;;;;;;;;;;
Bátonyterenye;3078;Kisterenye;33534;város;Nógrád;117 1;Bátonyterenyei;Bátonyterenye;1;–;7892;11056;5739;;;;;;;;1;;;;;;
Bátonyterenye;3070;;33534;város;Nógrád;117 1;Bátonyterenyei;Bátonyterenye;1;–;7892;11056;5739;;;;;;;;1;;;;;;
Bátor;3336;;24022;község;Heves;104 0;Egri;Eger;5;Egerbakta;2732;369;202;;;;;;;;;;;;;;
Bátorliget;4343;;02990;község;Szabolcs-Szatmár-Bereg;156 0;Nyírbátori;Nyírbátor;5;Nyírcsászári;3330;558;326;;;;;;;;;;;;;;
Battonya;5830;;18102;város;Békés;049 0;Mezőkovácsházai;Mezőkovácsháza;1;–;14571;4797;2882;;;;;;;;1;1;;1;;;
Bátya;6351;;11961;község;Bács-Kiskun;037 0;Kalocsai;Kalocsa;1;–;3386;1787;922;;;;1;;;;1;;;;;;
Batyk;8797;;24864;község;Zala;198 0;Zalaszentgróti;Zalaszentgrót;5;Türje;808;383;188;;;;;;;;;;;;;;
Bázakerettye;8887;;18698;község;Zala;195 0;Letenyei;Letenye;2;[Helyben];803;709;393;;;;;;;;;;;;;;
Bazsi;8352;;07427;község;Veszprém;188 0;Sümegi;Sümeg;5;Gógánfa;910;410;195;;;;;;;;;;;;;;
Béb;8565;;22901;község;Veszprém;187 0;Pápai;Pápa;5;Ugod;703;249;110;;;;;;1;;;;;;;;
Becsehely;8866;;23144;község;Zala;195 0;Letenyei;Letenye;2;[Helyben];3608;1868;755;;;;1;;;;1;;;;;;
Becske;2693;;12016;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;5;Galgaguta;1566;469;282;;;;;;;;1;;;;;;
Becskeháza;3768;;27049;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Bódvaszilas;500;40;29;;;;;;;;;;;;;;
Becsvölgye;8985;;18360;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Gellénháza;2140;681;322;;;;;;;;;;;;;;
Bedegkér;8666;;20710;község;Somogy;147 0;Tabi;Tab;5;Kapoly;2600;384;183;;;;;;;;;;;;;;
Bedő;4128;;33446;község;Hajdú-Bihar;094 0;Berettyóújfalui;Berettyóújfalu;5;Berekböszörmény;1020;282;133;;;;;;;;;1;;;;;
Bejcgyertyános;9683;;10384;község;Vas;179 0;Sárvári;Sárvár;5;Nyőgér;3143;410;256;;;;;;;;;;;;;;
Békás;8515;;27058;község;Veszprém;187 0;Pápai;Pápa;5;Nemesgörzsöny;652;202;90;;;;;;;;;;;;;;
Bekecs;3903;;06929;község;Borsod-Abaúj-Zemplén;066 0;Szerencsi;Szerencs;2;[Helyben];2572;2149;952;;;;;;;;1;;;;;;
Békés;5630;;09760;város;Békés;045 1;Békési;Békés;1;–;12723;17282;8247;;;;;;1;;1;1;;;1;;
Békéscsaba;5671;Mezőmegyer;15200;megyeszékhely, megyei jogú város;Békés;046 1;Békéscsabai;Békéscsaba;1;–;19393;53944;30047;;;;;1;1;;1;1;;;1;;1
Békéscsaba;5600;;15200;megyeszékhely, megyei jogú város;Békés;046 1;Békéscsabai;Békéscsaba;1;–;19393;53944;30047;;;;;1;1;;1;1;;;1;;1
Békéscsaba;5623;Gerla;15200;megyeszékhely, megyei jogú város;Békés;046 1;Békéscsabai;Békéscsaba;1;–;19393;53944;30047;;;;;1;1;;1;1;;;1;;1
Békéssámson;5946;;26189;község;Békés;050 0;Orosházi;Orosháza;1;–;7121;2124;1086;;;;;;;;;;;;;;
Békésszentandrás;5561;;02680;nagyközség;Békés;052 0;Szarvasi;Szarvas;1;–;7745;3275;1834;;;;;;;;;;;;;;
Bekölce;3343;;04400;község;Heves;103 0;Bélapátfalvai;Bélapátfalva;5;Balaton;1377;592;342;;;;;;;;;;;;;;
Bélapátfalva;3346;;33260;város;Heves;103 1;Bélapátfalvai;Bélapátfalva;2;[Helyben];3663;2738;1298;;;;;;;;1;;;;;;
Bélavár;7589;;06910;község;Somogy;140 0;Barcsi;Barcs;5;Csokonyavisonta;2278;280;206;;;;;;;;1;;;;;;
Belecska;7061;;28662;község;Tolna;174 0;Tamási;Tamási;5;Tolnanémedi;1441;306;147;;;;;;;;;;;;;;
Beled;9343;;10588;város;Győr-Moson-Sopron;088 0;Kapuvári;Kapuvár;2;[Helyben];2647;2394;1105;;;;;;;;;;;;;;
Beleg;7543;;17127;község;Somogy;145 0;Nagyatádi;Nagyatád;5;Segesd;1799;588;224;;;;;;;;1;;;;;;
Belezna;8855;;09168;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Surd;3093;596;284;;;;;;;;;;;;;;
Bélmegyer;5643;;19390;község;Békés;045 0;Békési;Békés;5;Murony;6305;773;500;;;;;;;;;;;;;;
Beloiannisz;2455;;08466;község;Fejér;078 0;Dunaújvárosi;Dunaújváros;5;Adony;454;987;443;;;1;;;;;;;;;;;
Belsősárd;8978;;20950;község;Zala;194 0;Lenti;Lenti;5;Rédics;979;101;43;;;;;;;;;;;;;;
Belvárdgyula;7747;;19008;község;Baranya;024 0;Bólyi;Bóly;5;Szederkény;1723;345;167;;;;;;;;1;;;;;;
Benk;4643;;25441;község;Szabolcs-Szatmár-Bereg;160 0;Záhonyi;Záhony;5;Eperjeske;850;401;169;;;;;;;;;;;;;;
Bénye;2216;;25098;község;Pest;130 0;Monori;Monor;5;Gomba;1650;1233;521;;;;;;;;;;;;;;
Bér;3045;;32911;község;Nógrád;118 0;Pásztói;Pásztó;5;Vanyarc;2549;373;203;;;;;;;;1;;;;1;;
Bérbaltavár;9831;;32124;község;Vas;182 0;Vasvári;Vasvár;5;Győrvár;2567;481;240;;;;;;;;;;;;;;
Bercel;2687;;02389;község;Nógrád;116 0;Balassagyarmati;Balassagyarmat;2;[Helyben];3590;1728;710;;;;;;;;;;;;;;
Beregdaróc;4934;;28246;község;Szabolcs-Szatmár-Bereg;159 0;Vásárosnaményi;Vásárosnamény;5;Beregsurány;2383;823;343;;;;;;;;1;;;;;;
Beregsurány;4933;;20677;község;Szabolcs-Szatmár-Bereg;159 0;Vásárosnaményi;Vásárosnamény;2;[Helyben];1601;599;228;;;;;;;;;;;;;;
Berekböszörmény;4116;;18467;község;Hajdú-Bihar;094 0;Berettyóújfalui;Berettyóújfalu;2;[Helyben];4284;1677;723;;;;;;;;1;1;;;;;
Berekfürdő;5309;;34005;község;Jász-Nagykun-Szolnok;163 0;Karcagi;Karcag;5;Kunmadaras;1857;1039;593;;;;;;;;;;;;;;
Beremend;7827;;31927;nagyközség;Baranya;031 0;Siklósi;Siklós;2;[Helyben];4826;2076;996;;;;;;1;;1;;;;;;
Berente;3704;;34290;község;Borsod-Abaúj-Zemplén;058 0;Kazincbarcikai;Kazincbarcika;2;[Helyben];922;1017;385;;;;;;;;1;;;;;;
Beret;3834;;29674;község;Borsod-Abaúj-Zemplén;056 0;Encsi;Encs;5;Szalaszend;677;323;91;;;;;;;;1;;;;;;
Berettyóújfalu;4100;;12788;város;Hajdú-Bihar;094 1;Berettyóújfalui;Berettyóújfalu;1;–;17101;13924;6482;;;;;;;;1;1;;;;;
Berhida;8182;Peremartongyártelep;33127;város;Veszprém;190 0;Várpalotai;Várpalota;2;[Helyben];4272;5698;2045;;;;;;1;;1;;;;;;
Berhida;8181;;33127;város;Veszprém;190 0;Várpalotai;Várpalota;2;[Helyben];4272;5698;2045;;;;;;1;;1;;;;;;
Berkenye;2641;;09034;község;Nógrád;119 0;Rétsági;Rétság;5;Nógrád;1346;795;311;;;;;;1;;;;;;;;
Berkesd;7664;;16461;község;Baranya;028 0;Pécsi;Pécs;5;Bogád;1904;763;296;;;;;;1;;1;;;;;;
Berkesz;4521;;07472;község;Szabolcs-Szatmár-Bereg;152 0;Kemecsei;Kemecse;5;Nyírtét;1318;795;294;;;;;;;;;;;;;;
Bernecebaráti;2639;;18777;község;Pest;137 0;Szobi;Szob;5;Kemence;3769;791;469;;;;;;;;;;;;;;
Berzék;3575;;26356;község;Borsod-Abaúj-Zemplén;061 0;Miskolci;Miskolc;5;Sajóhídvég;1059;1002;341;;;;;;;;1;;;;;;
Berzence;7516;;30119;nagyközség;Somogy;141 0;Csurgói;Csurgó;1;–;5376;2242;955;;;;;;;;1;;;;;;
Besence;7838;;30049;község;Baranya;030 0;Sellyei;Sellye;5;Csányoszró;958;101;36;;;;;;;;;;;;;;
Besenyőd;4557;;13639;község;Szabolcs-Szatmár-Bereg;148 0;Baktalórántházai;Baktalórántháza;5;Levelek;945;698;250;;;;;;;;1;;;;;;
Besenyőtelek;3373;;27517;község;Heves;105 0;Füzesabonyi;Füzesabony;1;–;4910;2429;1054;;;;;;;;1;;;;;;
Besenyszög;5071;;11305;város;Jász-Nagykun-Szolnok;167 0;Szolnoki;Szolnok;2;[Helyben];13808;3095;1389;;;;;;;;;;;;;;
Besnyő;2456;;16346;község;Fejér;078 0;Dunaújvárosi;Dunaújváros;5;Iváncsa;4464;1773;711;;;;;;;;;;;;;;
Beszterec;4488;;21227;község;Szabolcs-Szatmár-Bereg;152 0;Kemecsei;Kemecse;5;Kék;1159;861;332;;;;;;;;1;;;;;;
Bezedek;7782;;14119;község;Baranya;027 0;Mohácsi;Mohács;5;Nagynyárád;1136;178;97;;;;;;1;;;;;;;;
Bezenye;9223;;29805;község;Győr-Moson-Sopron;089 0;Mosonmagyaróvári;Mosonmagyaróvár;5;Hegyeshalom;3003;1324;578;;;;1;;;;;;;;;;
Bezeréd;8934;;12830;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;5;Nagykapornak;1214;144;141;;;;;;;;;;;;;;
Bezi;9162;;10560;község;Győr-Moson-Sopron;087 0;Győri;Győr;5;Enese;1119;493;200;;;;;;1;;;;;;;;
Biatorbágy;2051;;08891;város;Pest;123 0;Budakeszi;Budakeszi;1;–;4412;15444;5851;;;;;;1;;;;;;;;
Bicsérd;7671;;13310;község;Baranya;032 0;Szentlőrinci;Szentlőrinc;2;[Helyben];1975;986;375;;;;;;;;1;;;;;;
Bicske;2060;;10481;város;Fejér;077 1;Bicskei;Bicske;1;–;7708;11248;4446;;;;;;;;1;;;;;;
Bihardancsháza;4175;;25256;község;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;5;Nagyrábé;831;154;100;;;;;;;;;;;;;;
Biharkeresztes;4110;;19956;város;Hajdú-Bihar;094 0;Berettyóújfalui;Berettyóújfalu;2;[Helyben];4926;3921;1637;;;;;;;;1;1;;;;;
Biharnagybajom;4172;;24828;község;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;1;–;6135;2327;1078;;;;;;;;;;;;;;
Bihartorda;4174;;29887;község;Hajdú-Bihar;102 0;Püspökladányi;Püspökladány;5;Tetétlen;2238;836;398;;;;;;;;1;;;;;;
Biharugra;5538;;29610;község;Békés;051 0;Sarkadi;Sarkad;5;Okány;5284;709;527;;;;;;;;;1;;;;;
Bikács;7043;;11970;község;Tolna;172 0;Paksi;Paks;5;Nagydorog;3467;392;194;;;;;;;;1;;;;;;
Bikal;7346;;04899;község;Baranya;026 0;Komlói;Komló;5;Egyházaskozár;1703;621;324;;;;;;1;;;;;;;;
Biri;4235;;02945;község;Szabolcs-Szatmár-Bereg;155 0;Nagykállói;Nagykálló;5;Geszteréd;2258;1223;525;;;;;;;;;;;;;;
Birján;7747;;05139;község;Baranya;028 0;Pécsi;Pécs;5;Pécsudvard;907;511;200;;;;1;;1;;;;;;;;
Bisse;7811;;24925;község;Baranya;031 0;Siklósi;Siklós;5;Diósviszló;1380;223;117;;;;;;;;;;;;;;
Boba;9542;;29203;község;Vas;176 0;Celldömölki;Celldömölk;5;Jánosháza;1095;732;332;;;;;;;;;;;;;;
Bocfölde;8943;;17543;község;Zala;197 0;Zalaegerszegi;Zalaegerszeg;2;[Helyben];868;1132;441;;;;;;;;1;;;;;;
Boconád;3368;;22354;község;Heves;108 0;Hevesi;Heves;5;Tarnaméra;2956;1217;626;;;;;;;;;;;;;;
Bócsa;6235;;08305;község;Bács-Kiskun;039 0;Kiskőrösi;Kiskőrös;2;[Helyben];9704;1798;920;;;;;;;;;;;;;;
Bocska;8776;;31291;község;Zala;196 0;Nagykanizsai;Nagykanizsa;5;Hahót;738;277;128;;;;;;;;;;;;;;
Bocskaikert;4241;;34102;község;Hajdú-Bihar;098 0;Hajdúhadházi;Hajdúhadház;1;–;1089;4191;1661;;;;;;;;;;;;;;
Boda;7672;;20899;község;Baranya;032 0;Szentlőrinci;Szentlőrinc;5;Bicsérd;1542;415;169;;;;;;;;;;;;;;
Bodajk;8053;;18254;város;Fejér;082 0;Móri;Mór;1;–;2898;3801;1552;;;;;;;;;;;;;;
Bodmér;8080;;11624;község;Fejér;077 0;Bicskei;Bicske;5;Felcsút;717;235;119;;;;;;;;;;;;;;
Bodolyabér;7394;;33002;község;Baranya;026 0;Komlói;Komló;5;Magyarhertelend;909;197;113;;;;;;;;1;;;;;;
Bodonhely;9134;;06220;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;5;Szany;1110;361;183;;;;;;;;;;;;;;
Bodony;3243;;14933;község;Heves;109 0;Pétervásárai;Pétervására;5;Parád;2896;674;449;;;;;;;;1;;;;;;
Bodorfa;8471;;04321;község;Veszprém;188 0;Sümegi;Sümeg;5;Sümeg;222;89;49;;;;;;;;;;;;;;
Bodrog;7439;;10506;község;Somogy;143 0;Kaposvári;Kaposvár;5;Juta;1478;364;190;;;;;;;;;;;;;;
Bodroghalom;3987;;23737;község;Borsod-Abaúj-Zemplén;054 0;Cigándi;Cigánd;5;Pácin;2686;1142;492;;;;;;;;1;;;;;;
Bodrogkeresztúr;3916;;30784;község;Borsod-Abaúj-Zemplén;069 0;Tokaji;Tokaj;2;[Helyben];2988;824;510;;;;;;;;;;;;;;
Bodrogkisfalud;3917;;33808;község;Borsod-Abaúj-Zemplén;069 0;Tokaji;Tokaj;5;Bodrogkeresztúr;1467;754;419;;;;;;;;;;;;;;
Bodrogolaszi;3943;;14401;község;Borsod-Abaúj-Zemplén;064 0;Sárospataki;Sárospatak;2;[Helyben];2061;802;391;;;;;;;;;;;;;;
Bódvalenke;3768;;27429;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Bódvaszilas;663;298;56;;;;;;;;1;;;;;;
Bódvarákó;3764;;33303;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;5;Perkupa;922;77;79;;;;;;;;;;;;;;
Bódvaszilas;3763;;05926;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;2;[Helyben];1922;887;445;;;;;;;;;;;;;;
Bogács;3412;;25195;község;Borsod-Abaúj-Zemplén;060 0;Mezőkövesdi;Mezőkövesd;1;–;2469;1909;1195;;;;;;;;;;;;;;
Bogád;7742;;32151;község;Baranya;028 0;Pécsi;Pécs;2;[Helyben];784;1056;495;;;;;;;;;;;;;;
Bogádmindszent;7836;;21892;község;Baranya;030 0;Sellyei;Sellye;5;Baksa;1158;364;137;;;;;;;;1;;;;;;
Bogdása;7966;;10694;község;Baranya;030 0;Sellyei;Sellye;5;Sellye;2099;223;120;;;;;;;;1;;;;;;
Bogyiszló;7132;;03425;község;Tolna;175 0;Tolnai;Tolna;1;–;5593;1970;901;;;;;;;;1;;;;;;
Bogyoszló;9324;;04367;község;Győr-Moson-Sopron;086 0;Csornai;Csorna;5;Szilsárkány;2622;587;307;;;;;;;;;;;;;;
Bojt;4114;;14137;község;Hajdú-Bihar;094 0;Berettyóújfalui;Berettyóújfalu;5;Biharkeresztes;2688;458;200;;;;;;;;1;1;;;;;
Bókaháza;8741;;19929;község;Zala;193 0;Keszthelyi;Keszthely;5;Zalaapáti;670;248;138;;;;;;;;1;;;;;;
Bokod;2855;;07311;község;Komárom-Esztergom;113 0;Oroszlányi;Oroszlány;1;–;2993;2128;810;;;;;;;;;;;;;;
Bokor;3066;;03841;község;Nógrád;118 0;Pásztói;Pásztó;5;Mátraszőlős;675;83;66;;;;;;;;;;;;;;
Boldog;3016;;03452;község;Heves;107 0;Hatvani;Hatvan;1;–;2674;2833;1159;;;;;;;;1;;;;;;
Boldogasszonyfa;7937;;13116;község;Baranya;033 0;Szigetvári;Szigetvár;5;Szentlászló;1722;371;207;;;;;;1;;1;;;;;;
Boldogkőújfalu;3884;;18944;község;Borsod-Abaúj-Zemplén;057 0;Gönci;Gönc;5;Abaújkér;1098;628;203;;;;;;;;1;;;;;;
Boldogkőváralja;3885;;14474;község;Borsod-Abaúj-Zemplén;057 0;Gönci;Gönc;5;Abaújszántó;2199;1004;426;;;;;;;;1;;;;;;
Boldva;3794;;08396;község;Borsod-Abaúj-Zemplén;055 0;Edelényi;Edelény;2;[Helyben];2834;2407;796;;;;;;;;1;;;;;;
Bolhás;7517;;13994;község;Somogy;145 0;Nagyatádi;Nagyatád;5;Somogyszob;3143;379;183;;;;;;;;;;;;;;
Bolhó;7586;;18120;község;Somogy;140 0;Barcsi;Barcs;5;Csokonyavisonta;2507;636;376;;;;1;;;;1;;;;;;
Bóly;7754;;33154;város;Baranya;024 1;Bólyi;Bóly;2;[Helyben];2544;3684;1593;;;;;;1;;;;;;;;
